minutes,name,location
14:31,Michelle Freeman,fruit
14:31,Jeffery White,spices
14:31,Ashley Clark,drinks
14:31,Xavier Herrera,spices
14:31,Terry Thompson,entrance
14:32,Holly Crawford,drinks
14:32,Martin Daniel,fruit
14:32,Jason Freeman,checkout
14:32,Jacob Lawson,dairy
14:32,Michelle Freeman,spices
14:32,Jeffery White,spices
14:32,Ashley Clark,drinks
14:32,Xavier Herrera,dairy
14:32,Terry Thompson,spices
14:33,Holly Crawford,drinks
14:33,Martin Daniel,fruit
14:33,Jacob Lawson,dairy
14:33,Michelle Freeman,spices
14:33,Jeffery White,spices
14:33,Ashley Clark,checkout
14:33,Xavier Herrera,dairy
14:33,Terry Thompson,spices
14:33,David Kim,entrance
14:34,Holly Crawford,drinks
14:34,Martin Daniel,fruit
14:34,Jacob Lawson,dairy
14:34,Michelle Freeman,drinks
14:34,Jeffery White,dairy
14:34,Xavier Herrera,dairy
14:34,Terry Thompson,spices
14:34,David Kim,spices
14:34,Courtney Nichols,entrance
14:35,Holly Crawford,fruit
14:35,Martin Daniel,drinks
14:35,Jacob Lawson,dairy
14:35,Michelle Freeman,drinks
14:35,Jeffery White,dairy
14:35,Xavier Herrera,dairy
14:35,Terry Thompson,dairy
14:35,David Kim,spices
14:35,Courtney Nichols,spices
14:35,Stephen Rice,entrance
14:36,Holly Crawford,fruit
14:36,Martin Daniel,checkout
14:36,Jacob Lawson,dairy
14:36,Michelle Freeman,drinks
14:36,Jeffery White,dairy
14:36,Xavier Herrera,checkout
14:36,Terry Thompson,dairy
14:36,David Kim,spices
14:36,Courtney Nichols,spices
14:36,Stephen Rice,dairy
14:36,Andrew Macias,entrance
14:37,Holly Crawford,spices
14:37,Jacob Lawson,dairy
14:37,Michelle Freeman,checkout
14:37,Jeffery White,dairy
14:37,Terry Thompson,drinks
14:37,David Kim,fruit
14:37,Courtney Nichols,spices
14:37,Stephen Rice,checkout
14:37,Andrew Macias,fruit
14:37,Julie Taylor MD,entrance
14:38,Holly Crawford,spices
14:38,Jacob Lawson,dairy
14:38,Jeffery White,dairy
14:38,Terry Thompson,spices
14:38,David Kim,fruit
14:38,Courtney Nichols,checkout
14:38,Andrew Macias,checkout
14:38,Julie Taylor MD,drinks
14:38,Megan Schneider,entrance
14:39,Holly Crawford,checkout
14:39,Jacob Lawson,fruit
14:39,Jeffery White,dairy
14:39,Terry Thompson,dairy
14:39,David Kim,dairy
14:39,Julie Taylor MD,fruit
14:39,Megan Schneider,fruit
14:39,Matthew Holland,entrance
14:40,Jacob Lawson,fruit
14:40,Jeffery White,drinks
14:40,Terry Thompson,dairy
14:40,David Kim,dairy
14:40,Julie Taylor MD,fruit
14:40,Megan Schneider,fruit
14:40,Matthew Holland,dairy
14:40,Karen Myers,entrance
14:41,Jacob Lawson,fruit
14:41,Jeffery White,spices
14:41,Terry Thompson,dairy
14:41,David Kim,dairy
14:41,Julie Taylor MD,dairy
14:41,Megan Schneider,fruit
14:41,Matthew Holland,dairy
14:41,Karen Myers,fruit
14:42,Jacob Lawson,checkout
14:42,Jeffery White,checkout
14:42,Terry Thompson,spices
14:42,David Kim,dairy
14:42,Julie Taylor MD,dairy
14:42,Megan Schneider,fruit
14:42,Matthew Holland,dairy
14:42,Karen Myers,checkout
14:42,Susan Snow,entrance
14:42,Hunter Mcfarland,entrance
14:43,Terry Thompson,drinks
14:43,David Kim,dairy
14:43,Julie Taylor MD,dairy
14:43,Megan Schneider,drinks
14:43,Matthew Holland,dairy
14:43,Susan Snow,drinks
14:43,Hunter Mcfarland,fruit
14:43,Joshua Chase,entrance
14:44,Terry Thompson,drinks
14:44,David Kim,dairy
14:44,Julie Taylor MD,dairy
14:44,Megan Schneider,spices
14:44,Matthew Holland,dairy
14:44,Susan Snow,fruit
14:44,Hunter Mcfarland,fruit
14:44,Joshua Chase,dairy
14:44,Savannah Padilla,entrance
14:45,Terry Thompson,checkout
14:45,David Kim,dairy
14:45,Julie Taylor MD,dairy
14:45,Megan Schneider,checkout
14:45,Matthew Holland,dairy
14:45,Susan Snow,fruit
14:45,Hunter Mcfarland,fruit
14:45,Joshua Chase,dairy
14:45,Savannah Padilla,spices
14:45,Nicholas Medina,entrance
14:46,David Kim,checkout
14:46,Julie Taylor MD,dairy
14:46,Matthew Holland,dairy
14:46,Susan Snow,fruit
14:46,Hunter Mcfarland,fruit
14:46,Joshua Chase,dairy
14:46,Savannah Padilla,spices
14:46,Nicholas Medina,dairy
14:46,Robin Anderson,entrance
14:46,William Gutierrez,entrance
14:47,Julie Taylor MD,dairy
14:47,Matthew Holland,spices
14:47,Susan Snow,fruit
14:47,Hunter Mcfarland,fruit
14:47,Joshua Chase,dairy
14:47,Savannah Padilla,spices
14:47,Nicholas Medina,dairy
14:47,Robin Anderson,drinks
14:47,William Gutierrez,spices
14:47,Andres Marshall,entrance
14:47,Terri Meyers,entrance
14:48,Julie Taylor MD,drinks
14:48,Matthew Holland,spices
14:48,Susan Snow,checkout
14:48,Hunter Mcfarland,fruit
14:48,Joshua Chase,dairy
14:48,Savannah Padilla,spices
14:48,Nicholas Medina,dairy
14:48,Robin Anderson,drinks
14:48,William Gutierrez,checkout
14:48,Andres Marshall,dairy
14:48,Terri Meyers,spices
14:48,Claudia Taylor,entrance
14:49,Julie Taylor MD,drinks
14:49,Matthew Holland,dairy
14:49,Hunter Mcfarland,dairy
14:49,Joshua Chase,dairy
14:49,Savannah Padilla,drinks
14:49,Nicholas Medina,dairy
14:49,Robin Anderson,drinks
14:49,Andres Marshall,dairy
14:49,Terri Meyers,dairy
14:49,Claudia Taylor,dairy
14:49,Edwin Macias,entrance
14:49,Bobby Reyes,entrance
14:50,Julie Taylor MD,drinks
14:50,Matthew Holland,dairy
14:50,Hunter Mcfarland,dairy
14:50,Joshua Chase,drinks
14:50,Savannah Padilla,drinks
14:50,Nicholas Medina,checkout
14:50,Robin Anderson,drinks
14:50,Andres Marshall,checkout
14:50,Terri Meyers,dairy
14:50,Claudia Taylor,drinks
14:50,Edwin Macias,drinks
14:50,Bobby Reyes,drinks
14:50,Destiny Juarez,entrance
14:51,Julie Taylor MD,drinks
14:51,Matthew Holland,dairy
14:51,Hunter Mcfarland,drinks
14:51,Joshua Chase,drinks
14:51,Savannah Padilla,drinks
14:51,Robin Anderson,checkout
14:51,Terri Meyers,spices
14:51,Claudia Taylor,checkout
14:51,Edwin Macias,drinks
14:51,Bobby Reyes,fruit
14:51,Destiny Juarez,fruit
14:51,Leonard Washington,entrance
14:51,Christian Barry,entrance
14:52,Julie Taylor MD,checkout
14:52,Matthew Holland,dairy
14:52,Hunter Mcfarland,checkout
14:52,Joshua Chase,drinks
14:52,Savannah Padilla,fruit
14:52,Terri Meyers,spices
14:52,Edwin Macias,checkout
14:52,Bobby Reyes,fruit
14:52,Destiny Juarez,fruit
14:52,Leonard Washington,drinks
14:52,Christian Barry,fruit
14:52,Daniel Dean,entrance
14:52,Anthony Conner,entrance
14:53,Matthew Holland,dairy
14:53,Joshua Chase,drinks
14:53,Savannah Padilla,fruit
14:53,Terri Meyers,checkout
14:53,Bobby Reyes,checkout
14:53,Destiny Juarez,spices
14:53,Leonard Washington,checkout
14:53,Christian Barry,fruit
14:53,Daniel Dean,dairy
14:53,Anthony Conner,drinks
14:54,Matthew Holland,checkout
14:54,Joshua Chase,checkout
14:54,Savannah Padilla,checkout
14:54,Destiny Juarez,spices
14:54,Christian Barry,fruit
14:54,Daniel Dean,dairy
14:54,Anthony Conner,drinks
14:55,Destiny Juarez,fruit
14:55,Christian Barry,fruit
14:55,Daniel Dean,dairy
14:55,Anthony Conner,drinks
14:56,Destiny Juarez,dairy
14:56,Christian Barry,fruit
14:56,Daniel Dean,drinks
14:56,Anthony Conner,drinks
14:57,Destiny Juarez,dairy
14:57,Christian Barry,dairy
14:57,Daniel Dean,fruit
14:57,Anthony Conner,drinks
14:58,Destiny Juarez,dairy
14:58,Christian Barry,dairy
14:58,Daniel Dean,checkout
14:58,Anthony Conner,checkout
14:59,Destiny Juarez,dairy
14:59,Christian Barry,dairy
14:59,Mr. James Butler,entrance
15:00,Destiny Juarez,dairy
15:00,Christian Barry,dairy
15:00,Mr. James Butler,dairy
15:01,Destiny Juarez,fruit
15:01,Christian Barry,dairy
15:01,Mr. James Butler,dairy
15:01,Eric Mooney,entrance
15:02,Destiny Juarez,fruit
15:02,Christian Barry,dairy
15:02,Mr. James Butler,dairy
15:02,Eric Mooney,fruit
15:03,Destiny Juarez,spices
15:03,Christian Barry,dairy
15:03,Mr. James Butler,dairy
15:03,Eric Mooney,fruit
15:04,Destiny Juarez,drinks
15:04,Christian Barry,dairy
15:04,Mr. James Butler,dairy
15:04,Eric Mooney,fruit
15:04,John Bernard,entrance
15:04,Joseph Knox,entrance
15:05,Destiny Juarez,drinks
15:05,Christian Barry,dairy
15:05,Mr. James Butler,dairy
15:05,Eric Mooney,drinks
15:05,John Bernard,drinks
15:05,Joseph Knox,dairy
15:05,Douglas Fischer,entrance
15:05,David Mitchell,entrance
15:06,Destiny Juarez,checkout
15:06,Christian Barry,dairy
15:06,Mr. James Butler,dairy
15:06,Eric Mooney,checkout
15:06,John Bernard,checkout
15:06,Joseph Knox,dairy
15:06,Douglas Fischer,spices
15:06,David Mitchell,drinks
15:06,Jason Johnson,entrance
15:07,Christian Barry,dairy
15:07,Mr. James Butler,dairy
15:07,Joseph Knox,dairy
15:07,Douglas Fischer,spices
15:07,David Mitchell,fruit
15:07,Jason Johnson,spices
15:08,Christian Barry,dairy
15:08,Mr. James Butler,dairy
15:08,Joseph Knox,dairy
15:08,Douglas Fischer,dairy
15:08,David Mitchell,checkout
15:08,Jason Johnson,spices
15:08,Robert Reyes,entrance
15:08,Carol Green,entrance
15:09,Christian Barry,dairy
15:09,Mr. James Butler,dairy
15:09,Joseph Knox,dairy
15:09,Douglas Fischer,dairy
15:09,Jason Johnson,checkout
15:09,Robert Reyes,fruit
15:09,Carol Green,dairy
15:09,Johnny Davis,entrance
15:10,Christian Barry,dairy
15:10,Mr. James Butler,dairy
15:10,Joseph Knox,dairy
15:10,Douglas Fischer,dairy
15:10,Robert Reyes,fruit
15:10,Carol Green,dairy
15:10,Johnny Davis,spices
15:10,Michael Benson,entrance
15:10,Joel Rogers,entrance
15:11,Christian Barry,spices
15:11,Mr. James Butler,dairy
15:11,Joseph Knox,drinks
15:11,Douglas Fischer,dairy
15:11,Robert Reyes,fruit
15:11,Carol Green,dairy
15:11,Johnny Davis,spices
15:11,Michael Benson,drinks
15:11,Joel Rogers,drinks
15:12,Christian Barry,spices
15:12,Mr. James Butler,dairy
15:12,Joseph Knox,drinks
15:12,Douglas Fischer,drinks
15:12,Robert Reyes,fruit
15:12,Carol Green,dairy
15:12,Johnny Davis,checkout
15:12,Michael Benson,drinks
15:12,Joel Rogers,drinks
15:13,Christian Barry,spices
15:13,Mr. James Butler,dairy
15:13,Joseph Knox,drinks
15:13,Douglas Fischer,spices
15:13,Robert Reyes,drinks
15:13,Carol Green,dairy
15:13,Michael Benson,drinks
15:13,Joel Rogers,fruit
15:13,Amy Montes,entrance
15:14,Christian Barry,spices
15:14,Mr. James Butler,dairy
15:14,Joseph Knox,checkout
15:14,Douglas Fischer,spices
15:14,Robert Reyes,spices
15:14,Carol Green,spices
15:14,Michael Benson,drinks
15:14,Joel Rogers,fruit
15:14,Amy Montes,fruit
15:15,Christian Barry,dairy
15:15,Mr. James Butler,dairy
15:15,Douglas Fischer,checkout
15:15,Robert Reyes,spices
15:15,Carol Green,checkout
15:15,Michael Benson,drinks
15:15,Joel Rogers,fruit
15:15,Amy Montes,spices
15:15,Michael Wagner,entrance
15:15,Norma Olson,entrance
15:16,Christian Barry,dairy
15:16,Mr. James Butler,dairy
15:16,Robert Reyes,drinks
15:16,Michael Benson,drinks
15:16,Joel Rogers,spices
15:16,Amy Montes,checkout
15:16,Michael Wagner,fruit
15:16,Norma Olson,fruit
15:17,Christian Barry,dairy
15:17,Mr. James Butler,checkout
15:17,Robert Reyes,checkout
15:17,Michael Benson,drinks
15:17,Joel Rogers,checkout
15:17,Michael Wagner,fruit
15:17,Norma Olson,fruit
15:17,Kimberly Carroll,entrance
15:17,Anthony Walsh,entrance
15:18,Christian Barry,dairy
15:18,Michael Benson,checkout
15:18,Michael Wagner,fruit
15:18,Norma Olson,fruit
15:18,Kimberly Carroll,drinks
15:18,Anthony Walsh,spices
15:18,Scott Johnson,entrance
15:19,Christian Barry,checkout
15:19,Michael Wagner,dairy
15:19,Norma Olson,fruit
15:19,Kimberly Carroll,drinks
15:19,Anthony Walsh,spices
15:19,Scott Johnson,dairy
15:19,Stacy Clark,entrance
15:20,Michael Wagner,dairy
15:20,Norma Olson,fruit
15:20,Kimberly Carroll,drinks
15:20,Anthony Walsh,spices
15:20,Scott Johnson,dairy
15:20,Stacy Clark,fruit
15:20,Jacqueline Fleming,entrance
15:21,Michael Wagner,dairy
15:21,Norma Olson,fruit
15:21,Kimberly Carroll,checkout
15:21,Anthony Walsh,dairy
15:21,Scott Johnson,dairy
15:21,Stacy Clark,fruit
15:21,Jacqueline Fleming,fruit
15:21,Michael Hernandez,entrance
15:22,Michael Wagner,dairy
15:22,Norma Olson,dairy
15:22,Anthony Walsh,dairy
15:22,Scott Johnson,dairy
15:22,Stacy Clark,fruit
15:22,Jacqueline Fleming,fruit
15:22,Michael Hernandez,fruit
15:23,Michael Wagner,dairy
15:23,Norma Olson,fruit
15:23,Anthony Walsh,dairy
15:23,Scott Johnson,dairy
15:23,Stacy Clark,fruit
15:23,Jacqueline Fleming,fruit
15:23,Michael Hernandez,fruit
15:23,Carla Rodriguez,entrance
15:23,Jose Grant,entrance
15:24,Michael Wagner,dairy
15:24,Norma Olson,fruit
15:24,Anthony Walsh,dairy
15:24,Scott Johnson,drinks
15:24,Stacy Clark,checkout
15:24,Jacqueline Fleming,fruit
15:24,Michael Hernandez,spices
15:24,Carla Rodriguez,dairy
15:24,Jose Grant,dairy
15:24,Michele Mills,entrance
15:25,Michael Wagner,spices
15:25,Norma Olson,fruit
15:25,Anthony Walsh,drinks
15:25,Scott Johnson,drinks
15:25,Jacqueline Fleming,fruit
15:25,Michael Hernandez,spices
15:25,Carla Rodriguez,dairy
15:25,Jose Grant,dairy
15:25,Michele Mills,drinks
15:26,Michael Wagner,dairy
15:26,Norma Olson,checkout
15:26,Anthony Walsh,drinks
15:26,Scott Johnson,drinks
15:26,Jacqueline Fleming,fruit
15:26,Michael Hernandez,spices
15:26,Carla Rodriguez,dairy
15:26,Jose Grant,dairy
15:26,Michele Mills,spices
15:27,Michael Wagner,dairy
15:27,Anthony Walsh,drinks
15:27,Scott Johnson,fruit
15:27,Jacqueline Fleming,dairy
15:27,Michael Hernandez,spices
15:27,Carla Rodriguez,dairy
15:27,Jose Grant,drinks
15:27,Michele Mills,spices
15:28,Michael Wagner,dairy
15:28,Anthony Walsh,fruit
15:28,Scott Johnson,spices
15:28,Jacqueline Fleming,drinks
15:28,Michael Hernandez,spices
15:28,Carla Rodriguez,dairy
15:28,Jose Grant,fruit
15:28,Michele Mills,spices
15:28,Christine Martin,entrance
15:28,Taylor Bell,entrance
15:29,Michael Wagner,dairy
15:29,Anthony Walsh,fruit
15:29,Scott Johnson,spices
15:29,Jacqueline Fleming,checkout
15:29,Michael Hernandez,spices
15:29,Carla Rodriguez,dairy
15:29,Jose Grant,dairy
15:29,Michele Mills,spices
15:29,Christine Martin,fruit
15:29,Taylor Bell,fruit
15:29,Jason Bryant,entrance
15:29,Eric Smith,entrance
15:30,Michael Wagner,dairy
15:30,Anthony Walsh,fruit
15:30,Scott Johnson,fruit
15:30,Michael Hernandez,spices
15:30,Carla Rodriguez,dairy
15:30,Jose Grant,dairy
15:30,Michele Mills,drinks
15:30,Christine Martin,dairy
15:30,Taylor Bell,fruit
15:30,Jason Bryant,spices
15:30,Eric Smith,drinks
15:31,Michael Wagner,dairy
15:31,Anthony Walsh,fruit
15:31,Scott Johnson,fruit
15:31,Michael Hernandez,checkout
15:31,Carla Rodriguez,dairy
15:31,Jose Grant,dairy
15:31,Michele Mills,drinks
15:31,Christine Martin,dairy
15:31,Taylor Bell,fruit
15:31,Jason Bryant,spices
15:31,Eric Smith,drinks
15:31,Ashley Noble,entrance
15:31,Richard Jones,entrance
15:32,Michael Wagner,dairy
15:32,Anthony Walsh,checkout
15:32,Scott Johnson,checkout
15:32,Carla Rodriguez,dairy
15:32,Jose Grant,checkout
15:32,Michele Mills,drinks
15:32,Christine Martin,dairy
15:32,Taylor Bell,fruit
15:32,Jason Bryant,spices
15:32,Eric Smith,drinks
15:32,Ashley Noble,spices
15:32,Richard Jones,dairy
15:32,Carmen Ward DDS,entrance
15:33,Michael Wagner,spices
15:33,Carla Rodriguez,dairy
15:33,Michele Mills,spices
15:33,Christine Martin,dairy
15:33,Taylor Bell,dairy
15:33,Jason Bryant,spices
15:33,Eric Smith,drinks
15:33,Ashley Noble,spices
15:33,Richard Jones,dairy
15:33,Carmen Ward DDS,dairy
15:34,Michael Wagner,spices
15:34,Carla Rodriguez,dairy
15:34,Michele Mills,spices
15:34,Christine Martin,dairy
15:34,Taylor Bell,dairy
15:34,Jason Bryant,checkout
15:34,Eric Smith,checkout
15:34,Ashley Noble,drinks
15:34,Richard Jones,drinks
15:34,Carmen Ward DDS,dairy
15:34,Katherine Coleman,entrance
15:35,Michael Wagner,checkout
15:35,Carla Rodriguez,dairy
15:35,Michele Mills,spices
15:35,Christine Martin,drinks
15:35,Taylor Bell,dairy
15:35,Ashley Noble,drinks
15:35,Richard Jones,drinks
15:35,Carmen Ward DDS,dairy
15:35,Katherine Coleman,drinks
15:36,Carla Rodriguez,dairy
15:36,Michele Mills,fruit
15:36,Christine Martin,drinks
15:36,Taylor Bell,drinks
15:36,Ashley Noble,drinks
15:36,Richard Jones,fruit
15:36,Carmen Ward DDS,checkout
15:36,Katherine Coleman,spices
15:36,Kristy Alexander,entrance
15:36,John Jackson,entrance
15:37,Carla Rodriguez,dairy
15:37,Michele Mills,fruit
15:37,Christine Martin,drinks
15:37,Taylor Bell,drinks
15:37,Ashley Noble,drinks
15:37,Richard Jones,fruit
15:37,Katherine Coleman,spices
15:37,Kristy Alexander,dairy
15:37,John Jackson,drinks
15:38,Carla Rodriguez,drinks
15:38,Michele Mills,fruit
15:38,Christine Martin,drinks
15:38,Taylor Bell,checkout
15:38,Ashley Noble,drinks
15:38,Richard Jones,fruit
15:38,Katherine Coleman,dairy
15:38,Kristy Alexander,dairy
15:38,John Jackson,drinks
15:38,Erica Serrano,entrance
15:38,Mr. James Warner,entrance
15:39,Carla Rodriguez,drinks
15:39,Michele Mills,checkout
15:39,Christine Martin,checkout
15:39,Ashley Noble,drinks
15:39,Richard Jones,spices
15:39,Katherine Coleman,dairy
15:39,Kristy Alexander,dairy
15:39,John Jackson,spices
15:39,Erica Serrano,dairy
15:39,Mr. James Warner,fruit
15:40,Carla Rodriguez,drinks
15:40,Ashley Noble,drinks
15:40,Richard Jones,dairy
15:40,Katherine Coleman,dairy
15:40,Kristy Alexander,dairy
15:40,John Jackson,dairy
15:40,Erica Serrano,dairy
15:40,Mr. James Warner,fruit
15:41,Carla Rodriguez,drinks
15:41,Ashley Noble,drinks
15:41,Richard Jones,dairy
15:41,Katherine Coleman,dairy
15:41,Kristy Alexander,checkout
15:41,John Jackson,drinks
15:41,Erica Serrano,spices
15:41,Mr. James Warner,fruit
15:41,Craig Ramirez,entrance
15:42,Carla Rodriguez,drinks
15:42,Ashley Noble,drinks
15:42,Richard Jones,dairy
15:42,Katherine Coleman,dairy
15:42,John Jackson,drinks
15:42,Erica Serrano,fruit
15:42,Mr. James Warner,fruit
15:42,Craig Ramirez,fruit
15:42,Michael Rivera,entrance
15:42,Michael Fuller,entrance
15:43,Carla Rodriguez,spices
15:43,Ashley Noble,drinks
15:43,Richard Jones,drinks
15:43,Katherine Coleman,dairy
15:43,John Jackson,drinks
15:43,Erica Serrano,spices
15:43,Mr. James Warner,fruit
15:43,Craig Ramirez,fruit
15:43,Michael Rivera,spices
15:43,Michael Fuller,dairy
15:44,Carla Rodriguez,dairy
15:44,Ashley Noble,checkout
15:44,Richard Jones,drinks
15:44,Katherine Coleman,dairy
15:44,John Jackson,fruit
15:44,Erica Serrano,drinks
15:44,Mr. James Warner,fruit
15:44,Craig Ramirez,checkout
15:44,Michael Rivera,dairy
15:44,Michael Fuller,checkout
15:45,Carla Rodriguez,dairy
15:45,Richard Jones,checkout
15:45,Katherine Coleman,spices
15:45,John Jackson,fruit
15:45,Erica Serrano,drinks
15:45,Mr. James Warner,dairy
15:45,Michael Rivera,spices
15:46,Carla Rodriguez,dairy
15:46,Katherine Coleman,drinks
15:46,John Jackson,fruit
15:46,Erica Serrano,checkout
15:46,Mr. James Warner,dairy
15:46,Michael Rivera,spices
15:46,Nancy Nunez,entrance
15:47,Carla Rodriguez,dairy
15:47,Katherine Coleman,drinks
15:47,John Jackson,fruit
15:47,Mr. James Warner,dairy
15:47,Michael Rivera,spices
15:47,Nancy Nunez,fruit
15:47,Lisa Collins,entrance
15:47,Danielle Love,entrance
15:48,Carla Rodriguez,dairy
15:48,Katherine Coleman,drinks
15:48,John Jackson,fruit
15:48,Mr. James Warner,spices
15:48,Michael Rivera,spices
15:48,Nancy Nunez,fruit
15:48,Lisa Collins,fruit
15:48,Danielle Love,spices
15:48,Sarah Davis,entrance
15:49,Carla Rodriguez,dairy
15:49,Katherine Coleman,checkout
15:49,John Jackson,checkout
15:49,Mr. James Warner,drinks
15:49,Michael Rivera,checkout
15:49,Nancy Nunez,checkout
15:49,Lisa Collins,fruit
15:49,Danielle Love,spices
15:49,Sarah Davis,fruit
15:49,Derrick Jackson,entrance
15:50,Carla Rodriguez,dairy
15:50,Mr. James Warner,drinks
15:50,Lisa Collins,fruit
15:50,Danielle Love,spices
15:50,Sarah Davis,fruit
15:50,Derrick Jackson,fruit
15:51,Carla Rodriguez,dairy
15:51,Mr. James Warner,drinks
15:51,Lisa Collins,fruit
15:51,Danielle Love,checkout
15:51,Sarah Davis,checkout
15:51,Derrick Jackson,fruit
15:51,Matthew Arroyo,entrance
15:52,Carla Rodriguez,dairy
15:52,Mr. James Warner,checkout
15:52,Lisa Collins,fruit
15:52,Derrick Jackson,drinks
15:52,Matthew Arroyo,drinks
15:52,William Cantrell,entrance
15:53,Carla Rodriguez,fruit
15:53,Lisa Collins,checkout
15:53,Derrick Jackson,drinks
15:53,Matthew Arroyo,fruit
15:53,William Cantrell,fruit
15:53,Eric Shannon,entrance
15:54,Carla Rodriguez,fruit
15:54,Derrick Jackson,drinks
15:54,Matthew Arroyo,fruit
15:54,William Cantrell,fruit
15:54,Eric Shannon,fruit
15:54,Jennifer Bush,entrance
15:55,Carla Rodriguez,fruit
15:55,Derrick Jackson,fruit
15:55,Matthew Arroyo,drinks
15:55,William Cantrell,fruit
15:55,Eric Shannon,dairy
15:55,Jennifer Bush,drinks
15:56,Carla Rodriguez,fruit
15:56,Derrick Jackson,fruit
15:56,Matthew Arroyo,drinks
15:56,William Cantrell,spices
15:56,Eric Shannon,dairy
15:56,Jennifer Bush,fruit
15:56,David Medina,entrance
15:56,Gregory Bennett,entrance
15:57,Carla Rodriguez,fruit
15:57,Derrick Jackson,checkout
15:57,Matthew Arroyo,drinks
15:57,William Cantrell,spices
15:57,Eric Shannon,dairy
15:57,Jennifer Bush,checkout
15:57,David Medina,fruit
15:57,Gregory Bennett,spices
15:58,Carla Rodriguez,fruit
15:58,Matthew Arroyo,drinks
15:58,William Cantrell,checkout
15:58,Eric Shannon,dairy
15:58,David Medina,checkout
15:58,Gregory Bennett,spices
15:59,Carla Rodriguez,dairy
15:59,Matthew Arroyo,drinks
15:59,Eric Shannon,drinks
15:59,Gregory Bennett,checkout
15:59,Nina Davis,entrance
15:59,Michael Morris,entrance
16:00,Carla Rodriguez,dairy
16:00,Matthew Arroyo,drinks
16:00,Eric Shannon,drinks
16:00,Nina Davis,fruit
16:00,Michael Morris,spices
16:00,Charles Bauer,entrance
16:00,Jared Thomas,entrance
16:01,Carla Rodriguez,dairy
16:01,Matthew Arroyo,checkout
16:01,Eric Shannon,checkout
16:01,Nina Davis,spices
16:01,Michael Morris,dairy
16:01,Charles Bauer,spices
16:01,Jared Thomas,fruit
16:01,Kyle Barber,entrance
16:02,Carla Rodriguez,dairy
16:02,Nina Davis,drinks
16:02,Michael Morris,dairy
16:02,Charles Bauer,spices
16:02,Jared Thomas,checkout
16:02,Kyle Barber,dairy
16:02,Steven Baker,entrance
16:03,Carla Rodriguez,checkout
16:03,Nina Davis,drinks
16:03,Michael Morris,checkout
16:03,Charles Bauer,fruit
16:03,Kyle Barber,dairy
16:03,Steven Baker,dairy
16:03,Dawn Diaz,entrance
16:03,Crystal Romero,entrance
16:04,Nina Davis,checkout
16:04,Charles Bauer,checkout
16:04,Kyle Barber,dairy
16:04,Steven Baker,dairy
16:04,Dawn Diaz,dairy
16:04,Crystal Romero,fruit
16:04,Christina Mcbride,entrance
16:04,Amber Chaney,entrance
16:05,Kyle Barber,dairy
16:05,Steven Baker,spices
16:05,Dawn Diaz,dairy
16:05,Crystal Romero,dairy
16:05,Christina Mcbride,dairy
16:05,Amber Chaney,fruit
16:05,Mary Mason,entrance
16:06,Kyle Barber,checkout
16:06,Steven Baker,spices
16:06,Dawn Diaz,spices
16:06,Crystal Romero,dairy
16:06,Christina Mcbride,dairy
16:06,Amber Chaney,fruit
16:06,Mary Mason,fruit
16:06,Dr. Ethan Garcia MD,entrance
16:07,Steven Baker,drinks
16:07,Dawn Diaz,fruit
16:07,Crystal Romero,dairy
16:07,Christina Mcbride,fruit
16:07,Amber Chaney,spices
16:07,Mary Mason,fruit
16:07,Dr. Ethan Garcia MD,drinks
16:07,Daniel Kelley,entrance
16:07,Beverly Torres,entrance
16:08,Steven Baker,checkout
16:08,Dawn Diaz,checkout
16:08,Crystal Romero,dairy
16:08,Christina Mcbride,fruit
16:08,Amber Chaney,drinks
16:08,Mary Mason,spices
16:08,Dr. Ethan Garcia MD,fruit
16:08,Daniel Kelley,spices
16:08,Beverly Torres,drinks
16:09,Crystal Romero,checkout
16:09,Christina Mcbride,drinks
16:09,Amber Chaney,drinks
16:09,Mary Mason,checkout
16:09,Dr. Ethan Garcia MD,fruit
16:09,Daniel Kelley,spices
16:09,Beverly Torres,spices
16:10,Christina Mcbride,drinks
16:10,Amber Chaney,drinks
16:10,Dr. Ethan Garcia MD,fruit
16:10,Daniel Kelley,drinks
16:10,Beverly Torres,checkout
16:11,Christina Mcbride,checkout
16:11,Amber Chaney,checkout
16:11,Dr. Ethan Garcia MD,checkout
16:11,Daniel Kelley,drinks
16:11,Teresa Hawkins,entrance
16:11,Mary Baker,entrance
16:12,Daniel Kelley,drinks
16:12,Teresa Hawkins,spices
16:12,Mary Baker,drinks
16:12,Amanda Henderson,entrance
16:12,Douglas Smith,entrance
16:13,Daniel Kelley,spices
16:13,Teresa Hawkins,checkout
16:13,Mary Baker,checkout
16:13,Amanda Henderson,fruit
16:13,Douglas Smith,fruit
16:13,Kelly Moss,entrance
16:13,Katherine Jordan,entrance
16:14,Daniel Kelley,spices
16:14,Amanda Henderson,checkout
16:14,Douglas Smith,fruit
16:14,Kelly Moss,spices
16:14,Katherine Jordan,spices
16:14,Elizabeth Miller,entrance
16:14,Sabrina Nguyen,entrance
16:15,Daniel Kelley,drinks
16:15,Douglas Smith,fruit
16:15,Kelly Moss,spices
16:15,Katherine Jordan,spices
16:15,Elizabeth Miller,fruit
16:15,Sabrina Nguyen,fruit
16:15,Phillip Wright,entrance
16:15,Cathy Johnson,entrance
16:16,Daniel Kelley,checkout
16:16,Douglas Smith,drinks
16:16,Kelly Moss,checkout
